P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p),min_rec_length,breakpoints
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2012_IRR_010_NGA-Delta_Asaba_Hs_2012-05-28,140,657,543,0,0,-17.4066,0,6.523499e-10,247,0-49 & 6598-6785;75-77 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2013_IRR_001_NGA-Ondo_Imoru_Hs_2013-01-16,232,106,47,0,0,-21.1028,0,1.312962e-13,1000,5709-5770 & 7037-7037
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2013_IRR_006_NGA-Ondo_Ifon_Hs_2013-01-30,118,687,596,0,0,-20.9037,0,2.076851e-13,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_060_NGA-Ebonyi_Isiama_Hs_2018-02-03,LASV_NGA_2013_IRR_007_NGA-Enugu_Enugu_Hs_2013-02-03,540,357,53,4.6e-11,0,-10.34,0.00758,0.00757616,2410,1094-1095 & 3794-3818;1094-1095 & 3825-3836
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2014_IRR_001_NGA-Edo_NA_Hs_2014-01-25,109,690,611,0,0,-24.8034,0,2.616532e-17,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2014_IRR_010_NGA-Ondo_Okeluse_Hs_2014-05-17,123,680,588,0,0,-23.683,0,3.451932e-16,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2014_IRR_011_NGA-Ondo_Okeluse_Hs_2014-08-01,119,683,595,0,0,-24.2498,0,9.360912e-17,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2014_IRR_012_NGA-Ondo_Ifon_Hs_2014-08-10,120,687,593,0,0,-19.8185,0,2.527142e-12,260,0-49 & 6578-6581;0-49 & 6589-6599
MH887996|LASV0082-EDO-2017|Human|Nigeria|2017-06-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2015_IRR_010_NGA-Kogi_Ibaji_Hs_2015-07-02,113,193,113,1.68e-10,0,-9.775,0.02754,0.02754451,1003,0-57 & 5729-5768
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2015_IRR_011_NGA-Ondo_Owo_Hs_2015-09-16,123,680,586,0,0,-21.9509,0,1.862754e-14,247,0-49 & 6598-6785
MH888004|LASV0073-EDO-2017|Human|Nigeria|2017-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2015_IRR_012_NGA-Ondo_Ifon_Hs_2015-11-06,123,172,104,0,0,-16.1933,0,1.065987e-08,1150,0-84 & 5577-5603;171-195 & 5577-5603
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2016_IRR_001_NGA-Edo_NA_Hs_2016-01-04,124,678,580,0,0,-19.2615,0,9.111799e-12,247,0-49 & 6598-6785
MH888004|LASV0073-EDO-2017|Human|Nigeria|2017-03-07,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2016_IRR_002_NGA-Edo_NA_Hs_2016-02-15,95,160,99,1.8e-11,0,-10.7548,0.00292,0.002921928,872,0-84 & 5710-5759
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_060_NGA-Ebonyi_Isiama_Hs_2018-02-03,LASV_NGA_2016_IRR_013_NGA-Imo_Owerri_Hs_2016-01-27,573,329,45,1.7e-11,0,-10.7807,0.00275,0.002752834,1320,717-721 & 2216-2228;717-721 & 2230-2255;717-721 & 2265-2282;738-747 & 2216-2228;738-747 & 2230-2255;738-747 & 2265-2282
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2016_IRR_017_NGA-Ondo_Ifon_Hs_2016-02-06,127,678,577,0,0,-18.9624,0,1.814146e-11,260,0-49 & 6578-6581;0-49 & 6589-6599
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2016_IRR_029_NGA-Ondo_Owo_Hs_2016-03-01,123,680,584,0,0,-20.2416,0,9.538842e-13,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_042_NGA-Anambra_Nzam_Hs_2018-01-29,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2016_IRR_033_NGA-Ondo_Ondo_Hs_2016-03-14,129,200,122,0,0,-15.8108,0,2.572376e-08,998,0-76 & 5762-5768
LASV|NGA|2019|IRR_0019|2019-01-08,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2017_IRR_004_NGA-Edo_Uzairue_Hs_2017,99,161,97,2.7e-11,0,-10.5676,0.00449,0.004493229,1605,171-184 & 4465-4889;171-184 & 4915-4931;171-184 & 4939-4988
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2017_IRR_006_NGA-Ondo_Owo_Hs_2017-01-19,123,681,585,0,0,-20.2584,0,9.177019e-13,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2017_IRR_014_NGA-Ondo_Owo_Hs_2017-04-28,195,106,48,0,0,-18.6361,0,3.845911e-11,809,5877-5882 & 7032-7036
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_005_NGA-Edo_OwanWest_Hs_2018-01-09,83,497,439,0,0,-20.0972,0,1.330008e-12,232,0-49 & 6598-6785
LASV_NGA_2018_IRR_051_NGA-Edo_Uromi_Hs_2018-02-06,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_006_NGA-Edo_Auchi_Hs_2018-01-09,71,204,163,0,0,-16.4166,0,6.37493e-09,912,0-148 & 5824-5849
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0019|2019-01-08,LASV_NGA_2018_IRR_007_NGA-Ondo_Iyere_Hs_2018-01-09,154,71,28,6e-12,0,-11.2482,0.00094,0.0009390496,711,5092-5101 & 6235-6240;5199-5222 & 6235-6240;5247-5428 & 6235-6240
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_008_NGA-Ondo_IjebuOwo_Hs_2018-01-11,128,609,510,0,0,-20.0364,0,1.529969e-12,265,112-124 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_009_NGA-Anambra_AnambraWest_Hs_2018-01-13,175,612,460,1e-12,0,-12.0882,0.00014,0.0001357838,221,0-49 & 6598-6785;0-49 & 6810-6812
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_010_NGA-Ondo_Owo_Hs_2018-01-12,132,667,564,0,0,-20.7158,0,3.200676e-13,245,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_014_NGA-Ondo_Owo_Hs_2018-01-15,132,669,562,0,0,-17.5387,0,4.812192e-10,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_103_NGA-Edo_Uromi_Hs_2018-02-18,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_015_NGA-Ondo_Owo_Hs_2018-01-16,107,176,118,0,0,-17.513,0,5.105657e-10,1556,147-163 & 5174-5222
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_017_NGA-Ondo_Owo_Hs_2018-01-15,122,657,560,0,0,-18.2886,0,8.559507e-11,268,78-79 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_019_NGA-Ondo_Owo_Hs_2018-01-17,87,486,424,0,0,-19.2642,0,9.05404e-12,246,0-215 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_131_NGA-Edo_BeninCity_Hs_2018-03-01,LASV_NGA_2018_IRR_020_NGA-Ondo_Owo_Hs_2018-01-17,138,100,59,0,0,-20.8232,0,2.499796e-13,975,5712-5731 & 7033-7036
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_021_NGA-Nassarawa_Keffi_Hs_2018-01-18,129,677,573,0,0,-17.9383,0,1.917529e-10,246,0-49 & 6598-6785
KM822015|LASV056_NIG_2008|Human|Nigeria|2008,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_022_NGA-Kogi_Lokoja_Hs_2018-01-17,120,148,93,0,0,-19.1815,0,1.095552e-11,1774,84-116 & 4861-4889;147-172 & 4861-4889
KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_023_NGA-Edo_Uzebba_Hs_2018-01-18,108,224,160,0,0,-18.6576,0,3.659795e-11,1217,309-319 & 5708-5768
KM821964|ISTH2046_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_024_NGA-Edo_Agenegbode_Hs_2018-01-19,110,157,97,0,0,-15.1509,0,1.175344e-07,1846,147-173 & 4861-4865
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_031_NGA-Edo_Uromi_Hs_2018-01-24,134,668,559,0,0,-17.3442,0,7.531102e-10,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_033_NGA-Edo_Jattu_Hs_2018-01-25,133,672,565,0,0,-18.2897,0,8.538664e-11,260,0-49 & 6589-6599
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_036_NGA-Edo_Ekpoma_Hs_2018-01-26,87,722,668,0,0,-32.2033,0,1.04181e-24,247,0-49 & 6598-6785
MH887929|LASV0177-EDO-2018|Human|Nigeria|2018-02-12,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_037_NGA-Edo_Ubiaja_Hs_2018-01-26,104,183,118,0,0,-13.4129,1e-05,6.429318e-06,993,0-61 & 5428-5459;0-61 & 5503-5603
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_042_NGA-Anambra_Nzam_Hs_2018-01-29,141,649,532,0,0,-15.6938,0,3.367097e-08,246,0-49 & 6598-6785;75-77 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_046_NGA-Edo_Ekpoma_Hs_2018-02-05,86,716,662,0,0,-31.1647,0,1.138593e-23,239,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_047_NGA-Ondo_Owo_Hs_2018-02-05,135,648,542,0,0,-20.0464,0,1.495193e-12,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_048_NGA-Ondo_Owo_Hs_2018-02-04,127,677,577,0,0,-19.7729,0,2.806412e-12,245,0-76 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_050_NGA-Ondo_Ifon_Hs_2018-02-05,130,666,564,0,0,-20.0945,0,1.33832e-12,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_051_NGA-Edo_Uromi_Hs_2018-02-06,225,109,34,1e-12,0,-12.2708,9e-05,8.917087e-05,871,5709-5770 & 7032-7036;5778-5788 & 7032-7036;5877-5882 & 7032-7036;5886-5889 & 7032-7036
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_052_NGA-Ondo_Owo_Hs_2018-02-07,119,680,588,0,0,-20.6755,0,3.512231e-13,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_056_NGA-Ondo_Owo_Hs_2018-02-09,118,624,533,0,0,-19.8052,0,2.605391e-12,243,564-576 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_057_NGA-Ondo_Owo_Hs_2018-02-09,133,668,565,0,0,-21.4399,0,6.041556e-14,270,78-79 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_066_NGA-Edo_Auchi_Hs_2018-02-10,110,693,608,0,0,-20.1059,0,1.303821e-12,242,0-49 & 6598-6785;75-77 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_071_NGA-Ondo_Ifon_Hs_2018-02-11,123,665,564,0,0,-15.8593,0,2.300111e-08,247,0-215 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_072_NGA-Ondo_Owo_Hs_2018-02-12,220,119,50,0,0,-18.8968,0,2.109845e-11,893,5877-5882 & 7032-7036
LASV_NGA_2018_IRR_071_NGA-Ondo_Ifon_Hs_2018-02-11,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_073_NGA-Anambra_Ode-Nzam_Hs_2018-02-12,109,180,112,0,0,-13.1661,1e-05,1.135063e-05,1002,0-233 & 5668-5768
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_074_NGA-Edo_Sobe_Hs_2018-02-12,118,664,572,0,0,-19.6553,0,3.67971e-12,262,0-49 & 6582-6590
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_075_NGA-Edo_BeninCity_Hs_2018-02-12,122,678,577,0,0,-15.304,0,8.2626e-08,220,0-49 & 6785-6788;0-49 & 6810-6812
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_082_NGA-Ondo_Owo_Hs_2018-02-13,120,683,588,0,0,-18.8983,0,2.102836e-11,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_083_NGA-Ondo_Owo_Hs_2018-02-13,127,668,568,0,0,-19.6201,0,3.990338e-12,246,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_084_NGA-Ondo_Owo_Hs_2018-02-13,125,679,579,0,0,-18.346,0,7.500462e-11,246,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_085_NGA-Edo_Sabongida-Ora_Hs_2018-02-14,133,667,560,0,0,-18.2076,0,1.031623e-10,240,0-49 & 6582-6590;0-49 & 6598-6785;0-49 & 6788-6791
LASV_NGA_2016_IRR_013_NGA-Imo_Owerri_Hs_2016-01-27,MH887913|LASV0103-EDO-2017|Human|Nigeria|2017-11-29,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,189,615,501,0,0,-43.09,0,1.352214e-35,1878,75-84 & 4704-4760
LASV_NGA_2018_IRR_103_NGA-Edo_Uromi_Hs_2018-02-18,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_091_NGA-Edo_Afowa_Hs_2018-02-15,64,170,153,0,0,-31.2775,0,8.782463e-24,747,0-148 & 5817-5819;0-148 & 5824-5865
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_092_NGA-Ondo_Owo_Hs_2018-02-15,90,621,559,0,0,-24.3918,0,6.750117e-17,244,0-49 & 6540-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_095_NGA-Ekiti_Ado-Ekiti_Hs_2018-02-15,125,672,575,0,0,-20.7333,0,3.074272e-13,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_115_NGA-Delta_Asaba_Hs_2018-02-21,KM822001|LASV006_NIG_2008|Human|Nigeria|2008,LASV_NGA_2018_IRR_096_NGA-Delta_Asaba_Hs_2018-02-17,263,51,31,0,0,-25.6453,0,3.765576e-18,586,3516-3669 & 4303-4319
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_103_NGA-Edo_Uromi_Hs_2018-02-18,124,678,571,1e-12,0,-11.9517,0.00019,0.000185909,246,0-49 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_106_NGA-Edo_Uromi_Hs_2018-02-20,225,115,40,0,0,-14.475,0,5.572497e-07,886,5886-5889 & 7032-7036
MH887986|LASV0144-ONDO-2018|Human|Nigeria|2018-01-23,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_110_NGA-Edo_Iyamho_Hs_2018-02-20,115,170,107,0,0,-16.4364,0,6.090634e-09,1099,147-160 & 5668-5711
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_114_NGA-Edo_Ekpoma_Hs_2018-02-21,122,675,580,0,0,-20.2642,0,9.05482e-13,243,0-49 & 6598-6785
LASV_NGA_2018_IRR_096_NGA-Delta_Asaba_Hs_2018-02-17,LASV|NGA|2019|IRR_0002|2019-01-16,LASV_NGA_2018_IRR_115_NGA-Delta_Asaba_Hs_2018-02-21,140,41,21,0,0,-12.5868,4e-05,4.307978e-05,480,3627-3669 & 4183-4262;3627-3669 & 4303-4427
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_117_NGA-Edo_Afuze_Hs_2018-02-24,120,568,473,0,0,-16.9498,0,1.867541e-09,247,0-49 & 6598-6785;75-77 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_119_NGA-Edo_Auchi_Hs_2018-02-25,118,681,587,0,0,-18.2118,0,1.02171e-10,246,0-49 & 6589-6785
KM821940|ISTH1107_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_120_NGA-Edo_Ehor_Hs_2018-02-25,114,226,156,0,0,-17.5155,0,5.076422e-10,978,147-191 & 5877-5882
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_121_NGA-Edo_Uhiele_Hs_2018-02-26,138,664,551,0,0,-16.9321,0,1.945249e-09,246,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_126_NGA-Ondo_Ute_Hs_2018-02-28,130,673,568,0,0,-17.7836,0,2.738528e-10,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_131_NGA-Edo_BeninCity_Hs_2018-03-01,123,675,582,0,0,-22.7206,0,3.166168e-15,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_135_NGA-Edo_Ekpoma_Hs_2018-03-05,120,670,583,0,0,-25.6406,0,3.805865e-18,242,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_137_NGA-Edo_Uromi_Hs_2018-03-08,119,567,469,0,0,-13.9608,0,1.820781e-06,247,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV_NGA_2018_IRR_142_NGA-Edo_Uromi_Hs_2018-03-09,113,575,483,0,0,-14.5983,0,4.19581e-07,246,0-479 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0001|2019-01-15,139,660,550,0,0,-19.8623,0,2.284264e-12,247,0-49 & 6598-6785
LASV_NGA_2018_IRR_065_NGA-Ebonyi_Abakaliki_Hs_2018-02-10,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0002|2019-01-16,186,598,434,2.2e-11,0,-10.6658,0.00359,0.003585303,182,0-49 & 6823-6827;0-49 & 6838-6845;57-77 & 6823-6827;57-77 & 6838-6845
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0003|2019-01-15,119,666,571,0,0,-17.8881,0,2.152854e-10,244,0-49 & 6598-6785
KM822098|LASV993_NIG_2009|Human|Nigeria|2009,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0004|2019-01-17,105,166,107,0,0,-15.2941,0,8.453425e-08,1002,0-148 & 5729-5768
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0005|2019-01-18,133,667,562,0,0,-19.8038,0,2.614151e-12,246,0-49 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0006|2019-01-20,129,670,572,0,0,-22.7605,0,2.888094e-15,246,50-76 & 6598-6785
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0008|2019-01-20,134,664,556,0,0,-18.065,0,1.432376e-10,244,0-49 & 6785-6788
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0009|2019-01-21,138,660,549,0,0,-18.4056,0,6.538802e-11,247,0-49 & 6598-6785;75-77 & 6598-6785
LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,MH887918|LASV0216-EDO-2018|Human|Nigeria|2018-03-23,LASV|NGA|2019|IRR_0010|2019-01-22,176,117,50,0,0,-15.2298,0,9.800594e-08,993,5679-5711 & 7033-7036;5730-5770 & 7033-7036
KM821970|ISTH2061_NIG_2012|Human|Nigeria|2012,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0011|2019-01-22,119,151,97,0,0,-19.9847,0,1.723501e-12,1103,171-191 & 5704-5768
MH053543|ISTH_1150|Human|Nigeria|2016-04-25,LASV_NGA_2018_IRR_088_NGA-Anambra_Amansea_Hs_2018-02-14,LASV|NGA|2019|IRR_0017|2018-12-31,126,674,577,0,0,-21.5004,0,5.25662e-14,247,0-49 & 6598-6785
